contractAddress,reentrancy,access_control,arithmetic,time_manipulation,unchecked_low_level_calls
0xcc7c482c5b52babb99e1ba68f6df726702261961,1,1,0,0,1
0x1a888c53d3a6aa5ea1b05e08a4190fa7a5446c58,0,0,0,0,0
0xd47da5f6dd8e22df7600e26cbaf59db9320cd97c,0,1,0,0,0
0x05680a4505c5ec10944f2850b6629cfbbe90c0aa,0,0,0,0,0
0x13c7ea9e277d265fbd8fa3126dc0610df9e27f2a,0,0,0,0,0
0xd05614264e1129ae6be455650a763011bd2fe9b6,0,1,0,0,0
0x9d51ad9dad45139d45535c8bc4d68a6809434735,0,0,0,0,0
0x7f1585fad5b37a7e0521a980c1f0ade422ab24c2,0,1,0,0,0
0xa4c186c5fe1f1085e12027e1cfe3bebb0c8ac2b7,0,0,0,1,1
0xb9181ffca25aceb513f2e8bd8aac3c7e0669575a,0,0,0,0,0
0xdcdf71463cda26f1ff892a703479153a35cc2ea6,0,1,1,0,0
0x8797a690f577cbb84223d4ca0ffb46e61754075c,0,1,0,0,0
0x3139a79648c5753511995f639dbb0ae84e1505d1,1,1,1,0,0
0x35a61b338a5506e79734a2f2bf0092f7f2b59546,0,0,0,0,0
0x9f1976929596c640ba13403bd2a9dee7b15e9de8,0,1,1,0,0
0x52025c995ecca71f43d5f6f5db047386ce34e67a,0,0,1,1,0
0x9163a12332c97a5bd2b3ebc0e0e9bc1ef4106445,0,1,0,1,1
0x6da01cc40876fb12122e4335df1166619b364e21,0,1,0,0,0
0x2e8b51b2daef390edfb5f084e5ae7d4d714fbf9c,0,1,0,0,0
0x1aa802c8c6d9a09cc11be00828e8760c5dbf206c,0,1,0,0,1
0x37072569bca02f1ee1c8bf398ee61afcea513ed7,1,0,0,0,1
0xf579f5a4d6fe35de7e7e7eff21906c8067ff4fc8,0,1,0,0,0
0xdc55e251ff6ad9653b8f12db830e6b85dc07a74b,1,0,0,1,1
0xe73f07197fb533b89095ff880db8cf33dcc9a162,1,0,0,0,0
0x00b1605e72a988bded00977f42310bea0b7ea15e,0,1,0,0,0
0xd5b50b20387aa5f6a8a8e1409be0be853927aa28,0,1,0,0,0
0x6386ce242f1769b4b9e5ca6872248a0b21e774fd,0,1,0,0,1
0x3a7c3cfd3827a3b3112ad1fbe0f4d384cee7b870,0,0,0,1,0
0x6234a6c00b331e4692b6b7250c80f2fc1a700003,1,0,0,0,0
0x4597edbfac1e9544920640bed7e4662c8460019f,0,0,0,1,0
0x71bfb83d962cb2cc46c346950d221abffd2131bf,1,0,0,1,0
0x6a70f9722e195729725b5b57bf56782fe1c3edf7,1,0,0,0,0
0x6bb83fddd8033a3534aea85ae76507b2486c3800,0,0,1,0,0
0x0715d17243de3fa437f16d1a041cdd7ce73f94c6,1,0,0,0,0
0xe28d528986e443fe20f9f21970c80e132df03431,0,0,1,0,0
0xfc92f3091b938f47301297b44aea4f8d73940ee5,0,0,0,0,0
0xbf7b8506267246da2e6e63b6513832968db8b9a2,1,0,0,0,1
0xd54a2e9ea77b5dd3eb7207d7d840bbde1273ba01,1,0,0,0,0
0x3448a0056f2486d29b99c22ce6eb339f9b9aa36d,0,0,0,1,0
0xb39ac310ef53332a8616b0a04c5176a35de26e1e,0,0,1,0,1
0x8368a98f1eae43c9ee93cbd209aa14fd997a5b7c,0,0,1,0,0
0x509d542434f8e114dc1ffe9c841233ecc77a888f,0,0,1,0,0
0x9754851ea377e5f129e2a81a5b73a21fbe27e12b,0,0,1,0,0
0x8daac783c078fd65cc98954298bd55f893df683e,0,0,1,0,0
0x2b6ccaf29edc294c6d65f464765aa3de95f2f668,0,0,0,1,1
0x861291de685edac59a34c056133607620ac7b8a2,0,0,0,0,0
0xba804f6ef417326be616166904a82c60e6d1b4af,0,1,0,0,1
0x7794a22103038d18bce6c1ac03ed2e2d4c347437,0,0,0,0,1
0x5fafde7e09d25352fbf5c24fef215f2dd6ac9795,1,0,0,0,1
